t,x,err
54511,0.00155378,0.00118966
54512,0.00050649,0.00081888
54513,0.00152657,0.00087829
54514,0.00133309,0.00097955
54515,0.00079428,0.00126569
54516,0.00288522,0.00336564
54517,-0.00061084,0.00160683
54518,0.00118926,0.00189131
54519,0.00065915,0.00112328
54520,0.00193456,0.00197395
54521,0.00157402,0.00147768
54522,0.00212734,0.00060873
54523,0.00060649,0.00086022
54524,0.00122095,0.00060442
54525,0.00165431,0.00076275
54526,0.00124813,0.00065778
54527,0.00186789,0.00173978
54528,0.00036184,0.00140840
54529,0.00120556,0.00123258
54530,0.00290364,0.00134620
54531,-0.00206494,0.00425762
54532,0.00440853,0.00070597
54533,-0.00070062,0.00125127
54534,0.00266034,0.00184392
54535,0.00141394,0.00129914
54536,0.00072847,0.00076999
54537,-0.00002530,0.00100283
54538,0.00228005,0.00115882
54539,0.00144459,0.00063014
54540,0.00155564,0.00042638
54541,0.00249458,0.00067395
54542,0.00523048,0.00108643
54543,0.00612096,0.00075853
54544,0.00574528,0.00065505
54545,0.00574822,0.00053029
54546,0.00502412,0.00058962
54547,0.00587704,0.00071630
54548,0.00277128,0.00103614
54549,0.00761398,0.00103301
54550,0.00401492,0.00086228
54551,0.00670212,0.00109873
54552,0.00553370,0.00060922
54553,0.00423662,0.00059203
54554,0.00581660,0.00049330
54555,0.01096985,0.00063441
54556,0.00728196,0.00054531
54557,0.00564739,0.00053150
54558,0.00915926,0.00052427
54559,0.00669554,0.00047282
54560,0.00518810,0.00052308
54561,0.00936178,0.00059562
54562,0.00689524,0.00058554
54563,0.00462383,0.00053938
54564,0.00514540,0.00058156
54565,0.00180967,0.00074580
54566,0.00315246,0.00044133
54567,0.00229244,0.00054285
54568,0.00289782,0.00094172
54569,0.00119294,0.00056964
54570,0.00217914,0.00056000
54571,0.00184182,0.00059505
54572,0.00131580,0.00046276
54573,0.00185160,0.00046806
54574,0.00166369,0.00053405
54575,0.00224993,0.00072911
54576,0.00202424,0.00058883
54577,0.00186824,0.00061926
54578,0.00319492,0.00054763
54579,0.00433471,0.00062349
54580,0.00308764,0.00235794
54581,0.00365889,0.00066980
54582,0.00339608,0.00061813
54583,0.00143368,0.00090139
54584,0.00212120,0.00058836
54585,0.00296283,0.00129904
54586,0.00088351,0.00091131
54587,0.00204177,0.00045065
54588,0.00081739,0.00062968
54589,0.00122515,0.00058779
54590,0.00341777,0.00063826
54591,0.00092169,0.00049518
54592,0.00056397,0.00055718
54593,-0.00029563,0.00060788
54594,0.00043098,0.00050915
54595,-0.00069204,0.00058399
54596,0.00059708,0.00060666
54597,0.00070069,0.00060324
54598,0.00068249,0.00053246
54599,0.00108917,0.00055624
54600,0.00138131,0.00051036
54601,0.00165513,0.00049006
54602,0.00172249,0.00078287
54603,0.00115342,0.00058304
54604,0.00260302,0.00067143
54605,0.00290018,0.00047749
54606,0.00199978,0.00060677
54607,0.00336014,0.00059355
54608,0.00408426,0.00051399
54609,0.00445042,0.00054680
54610,0.00312301,0.00062003
54611,0.00325938,0.00068876
54612,0.00296228,0.00056793
54613,0.00288072,0.00056887
54614,0.00104456,0.00053341
54615,0.00208689,0.00051141
54616,0.00303047,0.00053342
54617,-0.00004787,0.00058964
54618,0.00145329,0.00049320
54619,0.00203081,0.00070512
54620,0.00237838,0.00066209
54621,0.00555568,0.00133235
54622,0.00597460,0.00093185
54623,0.00514251,0.00092733
54624,0.00469706,0.00069426
54625,-0.00034232,0.00074462
54626,0.00348567,0.00086507
54627,0.00561380,0.00127191
54628,0.00980747,0.00148069
54629,0.01207385,0.00121229
54630,0.01575692,0.00135639
54631,0.00401835,0.00140343
54632,0.00169970,0.00135127
54633,0.00057366,0.00275584
54634,0.00069876,0.00093340
54635,0.00053049,0.00064667
54636,0.00059494,0.00101946
54637,0.00106160,0.00402505
54638,-0.00440993,0.00188106
54639,0.00112774,0.00101958
54640,-0.00048334,0.00200046
54641,0.00190911,0.00278516
54642,0.00217586,0.00176883
54643,0.00189146,0.00105568
54644,0.00373561,0.00162465
54645,0.00348259,0.00105451
54646,0.00287913,0.00118261
54647,0.00242088,0.00078710
54648,0.00190879,0.00132752
54649,0.00544051,0.00085580
54650,0.00491551,0.00072731
54651,0.00255791,0.00113660
54652,0.00217979,0.00160512
54653,0.00214632,0.00171598
54654,0.00465037,0.00386155
54655,0.00193881,0.00089041
54656,0.00307427,0.00093780
54657,0.00002590,0.00089427
54658,-0.00040126,0.00122707
54659,-0.00041694,0.00068857
54660,0.00059064,0.00084693
54661,0.00285968,0.00072786
54662,0.00197818,0.00109002
54664,-0.00028982,0.00126187
54665,0.00232174,0.00101385
54666,-0.00031988,0.00121785
54667,0.00205889,0.00131832
54668,0.00276241,0.00139909
54669,0.00015084,0.00184230
54670,0.00323965,0.00168503
54671,0.00403960,0.00522614
54672,0.00222862,0.00240242
54673,0.00796461,0.00716757
54674,-0.00058097,0.00181529
54675,-0.00887437,0.01049104
54676,-0.00098809,0.00243042
54677,-0.01013297,0.00811251
54678,-0.00007954,0.00299597
54679,-0.00103371,0.00197712
54680,-0.00432304,0.00291407
54681,-0.00074615,0.00196720
54682,0.00365395,0.00227108
54684,0.00062163,0.00248892
54688,-0.00128165,0.00124726
54689,0.00023650,0.00108077
54690,0.00290263,0.00118878
54691,0.00132038,0.00128004
54692,0.00010316,0.00185230
54693,0.00098853,0.00163061
54694,0.00052741,0.00166378
54695,0.00112746,0.00220078
54696,0.00045106,0.00116741
54697,0.00479451,0.00177747
54698,0.00233860,0.00159606
54699,-0.00051024,0.00119604
54700,-0.00265964,0.00274719
54701,-0.00086396,0.00298702
54702,0.00155515,0.00173531
54703,-0.00119843,0.00162081
54709,0.00108082,0.00075204
54710,-0.00009365,0.00117363
54711,-0.00084536,0.00087385
54712,0.00150754,0.00391281
54714,0.00024291,0.00127292
54715,0.00072179,0.00451910
54721,0.00517855,0.00840490
54725,0.00107981,0.00162300
54727,0.00553101,0.00791917
54731,-0.00222095,0.01622044
54735,-0.00906379,0.00932714
54736,0.00175083,0.00406582
54737,0.00051827,0.00103753
54739,0.00235852,0.00069443
54740,0.00131059,0.00105864
54741,0.00281245,0.00342793
54742,0.00169437,0.00097800
54743,0.00159109,0.00086175
54744,0.00129542,0.00082670
54745,0.00203748,0.00082750
54748,0.00076422,0.00088047
54749,0.00104120,0.00075360
54750,-0.00186187,0.00080153
54751,0.00115282,0.00078114
54752,0.00068636,0.00065421
54753,0.00049402,0.00068860
54754,0.00013786,0.00060924
54756,-0.00007875,0.00107883
54757,-0.00329523,0.00289210
54758,0.00041009,0.00060117
54759,0.00106596,0.00068102
54760,0.00081533,0.00055330
54761,-0.00030662,0.00085194
54762,-0.00043900,0.00089299
54763,0.00022551,0.00074146
54764,0.00195249,0.00096996
54765,0.00153541,0.00104530
54766,0.00028110,0.00107713
54767,0.00065845,0.00162490
54768,0.00218144,0.00124391
54769,0.00185578,0.00118018
54770,0.00046429,0.00099214
54771,0.00063114,0.00072896
54772,-0.00137070,0.00191101
54773,0.00015349,0.00172708
54774,-0.00041529,0.00161317
54775,-0.00002006,0.00124901
54776,-0.00308084,0.00489211
54777,0.00112545,0.00084947
54778,0.00424752,0.00130750
54779,0.00089227,0.00125731
54780,0.00188543,0.00360000
54781,0.00122094,0.00150282
54782,-0.00271747,0.00161306
54783,0.00003074,0.00080198
54784,0.00076784,0.00078046
54785,-0.00044373,0.00170228
54786,0.00316602,0.00132786
54787,-0.00027348,0.00138018
54788,0.01213215,0.01049855
54789,0.00171808,0.00158341
54790,0.00157620,0.00152104
54791,0.00072350,0.00063890
54792,-0.00039141,0.00051032
54793,0.00075164,0.00073569
54794,0.00109983,0.00081117
54795,0.00201515,0.00152315
54796,-0.00128894,0.00159474
54797,-0.00074015,0.00179672
54798,0.00244859,0.00151078
54799,0.00078789,0.00243142
54800,0.00205023,0.00175149
54801,-0.00031779,0.00111753
54802,0.00297380,0.00104965
54803,0.00151228,0.00087019
54804,-0.00078093,0.00121645
54805,0.00245975,0.00067269
54806,-0.00021675,0.00122476
54807,0.00237426,0.00120957
54808,0.00054245,0.00111764
54809,-0.00044902,0.00160031
54810,0.00012833,0.00162024
54811,0.00133692,0.00107824
54812,0.00117586,0.00101013
54813,0.00232726,0.00145147
54814,-0.00075096,0.00131883
54815,0.00254055,0.00235790
54816,0.00068157,0.00163660
54817,-0.00000849,0.00099113
54819,0.00124475,0.00091348
54820,0.00100177,0.00111465
54821,0.00519656,0.00388629
54823,0.00186131,0.00098285
54824,0.00206468,0.00243024
54825,0.00017616,0.00190618
54827,0.00165565,0.00151683
54829,0.00101836,0.00219825
54831,0.00395523,0.00329141
54832,0.00350441,0.00527946
54833,0.00120968,0.00077835
54834,0.00039401,0.00071335
54835,0.00089427,0.00098297
54836,0.00139533,0.00115152
54837,0.00054210,0.00083636
54838,0.00195575,0.00082476
54839,0.00122929,0.00074393
54840,0.00157195,0.00069866
54841,0.00032531,0.00078120
54842,0.00067867,0.00065540
54843,0.00077025,0.00157978
54844,0.00247218,0.00069300
54845,0.00252092,0.00108030
54846,0.00256086,0.00261735
54847,0.00110456,0.00177982
54849,0.00239595,0.00061549
54850,-0.00084169,0.00249672
54851,-0.00018803,0.00129036
54852,0.00027367,0.00085035
54853,-0.00040113,0.00200943
54854,0.00115768,0.00152822
54855,0.00011974,0.00132432
54856,0.00111435,0.00160915
54857,0.00064213,0.00215545
54858,0.00499919,0.00174392
54859,0.00114412,0.00096509
54861,0.00403616,0.00167861
54862,0.00340979,0.00148589
54863,0.00090526,0.00136168
54864,0.00406037,0.00125403
54865,0.00100895,0.00106828
54866,-0.00264287,0.00664642
54867,0.00221421,0.00170325
54868,-0.00066951,0.00220548
54869,0.00182036,0.00193322
54870,-0.00311985,0.00239881
54871,0.00228486,0.00161788
54872,0.00625091,0.00513528
54873,-0.00083729,0.00205918
54874,0.00058878,0.00146287
54875,0.00062374,0.00126494
54876,0.00103567,0.00073742
54877,0.00085835,0.00059175
54878,0.00195938,0.00081811
54879,0.00155943,0.00066536
54880,0.00177622,0.00102524
54881,0.00284503,0.00174759
54882,0.00099623,0.00103846
54883,0.00246202,0.00072427
54884,0.00147946,0.00072551
54885,0.00262093,0.00092927
54886,0.00064210,0.00078510
54887,0.00192380,0.00062726
54888,0.00136184,0.00081616
54889,0.00231062,0.00079988
54890,0.00070816,0.00092496
54891,0.00063780,0.00069613
54892,0.00076919,0.00073849
54893,0.00233152,0.00081405
54894,0.00006843,0.00080637
54895,0.00031511,0.00098940
54896,-0.00049092,0.00094267
54897,0.00108146,0.00066827
54898,0.00099278,0.00076179
54899,0.00192997,0.00084061
54900,0.00308528,0.00131841
54901,-0.00012204,0.00104528
54902,0.00154669,0.00077092
54903,0.00116781,0.00066445
54904,0.00223238,0.00096885
54905,0.00054428,0.00081821
54906,0.00156413,0.00082441
54907,-0.00019214,0.00106697
54908,0.00143248,0.00103551
54909,0.00108952,0.00118459
54910,-0.00000407,0.00118102
54911,-0.00072601,0.00064553
54912,-0.00091647,0.00108458
54913,-0.00014284,0.00065740
54914,-0.00171667,0.00077676
54915,-0.00132054,0.00075393
54916,0.00173359,0.00059482
54917,0.00070902,0.00065153
54918,0.00013413,0.00061507
54919,0.00051634,0.00049990
54920,0.00082656,0.00056560
54921,-0.00067656,0.00075240
54922,0.00039294,0.00118211
54923,-0.00009343,0.00084628
54924,0.00118135,0.00077051
54925,0.00024697,0.00082337
54926,0.00164111,0.00099762
54927,0.00034022,0.00106259
54928,0.00065025,0.00174757
54929,-0.00117872,0.00128353
54930,-0.00008739,0.00218786
54931,0.00054620,0.00099911
54932,-0.00032387,0.00080297
54933,0.00113784,0.00082639
54934,0.00025758,0.00086815
54935,0.00162479,0.00067712
54936,0.00095309,0.00087007
54937,0.00057512,0.00094917
54938,0.00072542,0.00052583
54939,0.00175882,0.00059476
54940,0.00028065,0.00064894
54941,0.00116037,0.00084688
54942,0.00080966,0.00089357
54943,-0.00001300,0.00090298
54944,0.00012995,0.00064230
54945,0.00075234,0.00061915
54946,0.00187938,0.00065245
54947,-0.00041353,0.00048752
54948,0.00058347,0.00057505
54949,0.00132984,0.00049121
54950,0.00020975,0.00054519
54951,0.00114397,0.00045335
54952,0.00001900,0.00064311
54953,0.00105525,0.00070691
54954,0.00071489,0.00060069
54955,0.00008753,0.00061489
54956,0.00269979,0.00065872
54957,0.00222191,0.00077459
54958,0.00186805,0.00056419
54959,0.00068328,0.00083485
54960,-0.00035810,0.00066042
54961,0.00082421,0.00062449
54962,-0.00032622,0.00064295
54963,0.00057912,0.00109610
54964,0.00014725,0.00080928
54965,0.00085689,0.00086935
54966,0.00179371,0.00066793
54967,0.00133737,0.00157834
54968,0.00093672,0.00239969
54969,-0.00112419,0.00173612
54970,-0.00125266,0.00116103
54971,-0.00171723,0.00111957
54972,-0.00155904,0.00091203
54973,0.00010770,0.00063883
54974,0.00038264,0.00053790
54975,-0.00018319,0.00064244
54976,-0.00005937,0.00073965
54977,0.00031330,0.00074045
54978,0.00174806,0.00081741
54979,0.00017802,0.00091467
54980,-0.00034575,0.00122667
54981,-0.00175767,0.00076146
54982,-0.00071545,0.00075631
54983,-0.00103956,0.00068839
54984,-0.00067309,0.00073297
54985,0.00041359,0.00066639
54986,-0.00006306,0.00063646
54987,0.00036070,0.00074993
54988,0.00146974,0.00096533
54989,0.00197415,0.00057711
54990,-0.00012473,0.00073903
54991,-0.00051827,0.00100950
54992,0.00243998,0.00084553
54993,0.00164835,0.00079441
54994,0.00167680,0.00099130
54995,0.00213855,0.00120521
54996,0.00220564,0.00110220
54997,0.00091186,0.00106299
54998,0.00142836,0.00091945
54999,0.00224849,0.00068496
55000,0.00194323,0.00117374
55001,0.00083784,0.00109626
55002,0.00135465,0.00136677
55003,0.00165121,0.00099322
55004,-0.00013992,0.00125418
55005,0.00058920,0.00085177
55006,0.00083290,0.00097355
55007,0.00178669,0.00079735
55008,0.01273422,0.00798582
55009,0.00318421,0.00228485
55010,-0.00052252,0.00245258
55011,-0.00055088,0.00130050
55012,-0.00140318,0.00138765
55013,0.00310605,0.00097238
55014,0.00121845,0.00070317
55015,0.00336866,0.00087908
55016,0.00243523,0.00093196
55017,0.00228899,0.00094285
55018,0.00139342,0.00118388
55019,-0.00272910,0.00187576
55020,0.00513866,0.00193452
55021,0.00113844,0.00128363
55023,0.00431400,0.00077327
55024,0.00041153,0.00107291
55027,0.00053569,0.00115511
55028,-0.00101270,0.00081085
55029,0.00134149,0.00100251
55030,0.00289718,0.00120162
55031,0.00299704,0.00080720
55032,0.00408692,0.00102190
55033,0.00328215,0.00133520
55034,-0.00205041,0.00866754
55035,0.00383124,0.00151454
55036,0.00813848,0.00242545
55038,0.00289481,0.00073960
55039,0.00225722,0.00085791
55040,0.00220081,0.00628698
55041,0.00939083,0.01100810
55042,-0.00118296,0.00655315
55043,0.00135206,0.00835120
55044,0.00744502,0.01732999
55045,0.00193070,0.00113224
55046,0.00016255,0.00116738
55047,-0.00154462,0.00368251
55051,0.01395928,0.00514909
55052,0.00166707,0.00114123
55053,0.00206725,0.00158324
55054,0.00326504,0.00273555
55057,0.00663797,0.00224584
55058,0.01656976,0.01389040
55060,0.00550864,0.00454849
55063,-0.00201182,0.00417539
55066,0.00333302,0.00157518
55067,0.00203795,0.00117460
55068,0.00441001,0.00095290
55069,0.00212261,0.00133080
55070,0.00173731,0.00128880
55071,0.00514402,0.00346125
55072,0.00082527,0.00173950
55074,0.00201089,0.00146884
55076,0.00310801,0.00125535
55078,-0.00029710,0.00129880
55079,0.00303055,0.00114606
55080,0.00036876,0.00140919
55081,0.00232645,0.00106421
55082,0.00086481,0.00217349
55083,0.00136124,0.00128974
55084,0.00039115,0.00163285
55085,0.00163081,0.00106419
55086,0.00080857,0.00112072
55087,0.00196979,0.00088781
55088,0.00015431,0.00101691
55089,-0.00067079,0.00093798
55090,0.00147287,0.00090771
55091,0.00347347,0.00200606
55094,-0.00006163,0.00231291
55095,0.00220768,0.00209190
55097,0.00956480,0.00458528
55102,0.00377568,0.00298869
55105,0.00264126,0.00278806
55106,0.00063029,0.00208406
55108,0.00305584,0.00131437
55110,0.00838508,0.00881463
55111,0.00025811,0.00141379
55112,-0.00165302,0.00211397
55113,0.00172463,0.00091940
55114,-0.00009004,0.00069004
55115,0.00275614,0.00170410
55116,0.00361351,0.00073693
55117,0.00134441,0.00132238
55118,0.00275663,0.00096702
55119,0.00217205,0.00077143
55120,0.00201097,0.00105511
55121,0.00264226,0.00089721
55122,-0.00401392,0.00264094
55123,0.00440368,0.00172550
55124,0.00445929,0.00078174
55125,0.00515486,0.00055840
55126,0.00385544,0.00067232
55127,0.00318093,0.00068739
55128,0.00545802,0.00073061
55129,0.00504852,0.00065849
55130,0.00204727,0.00066697
55131,0.00357318,0.00067389
55132,0.00346339,0.00057843
55133,0.00473481,0.00064597
55134,0.00450288,0.00057971
55135,0.00302972,0.00058896
55136,0.00672577,0.00065800
55137,0.00261419,0.00064547
55138,0.00717494,0.00095516
55139,0.00533224,0.00081906
55140,0.00469833,0.00093671
55141,0.00180766,0.00207507
55142,0.00149799,0.00340975
55143,-0.00201116,0.00414913
55144,0.00820949,0.00221756
55145,0.01820326,0.00444404
55146,0.00971636,0.00239816
55147,0.01495102,0.00118475
55148,0.01212651,0.00266433
55149,0.00454403,0.00079678
55150,0.00631985,0.00102311
55152,0.00348500,0.00072345
55153,0.00250068,0.00068999
55154,0.00310430,0.00096186
55155,0.00298014,0.00081416
55156,0.00300251,0.00087887
55157,0.00025354,0.00292758
55158,0.00206322,0.00180958
55159,-0.00228915,0.00275576
55160,0.00454417,0.00088750
55161,0.00371617,0.00088998
55162,0.00502068,0.00077667
55163,0.00455340,0.00083417
55164,0.00460792,0.00095143
55165,0.00197172,0.00077442
55166,0.00305054,0.00088552
55167,0.00317635,0.00101495
55168,0.00405705,0.00073730
55169,0.00503716,0.00102467
55170,0.00144224,0.00131154
55171,-0.00001205,0.00106353
55172,0.00220844,0.00103158
55173,0.00222384,0.00107673
55174,0.00089929,0.00090572
55175,0.00042515,0.00086859
55176,0.00020477,0.00107508
55177,-0.00026435,0.00084931
55178,0.00130855,0.00102745
55179,0.00241511,0.00106322
55180,0.00204029,0.00102074
55181,0.00280668,0.00108186
55182,-0.00118808,0.00227182
55183,0.00143669,0.00125512
55184,0.00283921,0.00086520
55185,0.00021440,0.00222326
55186,0.00216091,0.00129658
55187,0.00243869,0.00158817
55188,0.00118542,0.00160703
55189,0.00198363,0.00188407
55190,0.00044442,0.00218170
55191,0.00694677,0.00199142
55192,0.00345919,0.00143297
55194,0.00033290,0.00147393
55195,0.00380411,0.00079962
55196,0.00269625,0.00152194
55197,0.00715323,0.00198041
55198,0.00515218,0.00081604
55199,0.00140826,0.00147451
55200,0.00228869,0.00163223
55201,0.00017474,0.00233428
55202,0.00373458,0.00097311
55203,0.00533813,0.00347184
55204,0.00268972,0.00168178
55205,0.00116974,0.00093514
55206,0.00095446,0.00214026
55207,0.00154171,0.00131321
55208,0.00211755,0.00076495
55209,0.00158605,0.00085565
55210,-0.00035791,0.00242529
55211,0.00458932,0.00147268
55212,0.00330246,0.00166528
55213,0.00152266,0.00110758
55214,0.00198944,0.00104440
55215,0.00910025,0.00156557
55216,0.00456375,0.00174365
55217,0.00540104,0.00142891
55222,-0.00134048,0.00304092
55223,0.00115564,0.00065479
55226,0.00007962,0.00194717
55227,0.00105374,0.00174812
55228,0.00093117,0.00075083
55229,0.00336841,0.00348642
55230,0.00056225,0.00103358
55231,0.00042878,0.00139867
55232,0.00385765,0.00073577
55233,0.00115039,0.00066108
55234,-0.00052517,0.00100582
55235,0.00099733,0.00075779
55236,0.00212266,0.00056191
55237,0.00073762,0.00055776
55238,0.00316374,0.00070167
55239,0.00283569,0.00085787
55240,0.00240889,0.00097157
55241,0.00367193,0.00087139
55242,0.00528727,0.00080683
55243,0.01567895,0.00087326
55244,0.00940241,0.00082411
55245,0.00581611,0.00057619
55246,0.00762733,0.00059166
55247,0.00778793,0.00074138
55248,0.01071520,0.00097591
55249,0.01271613,0.00168577
55250,0.00883801,0.00160684
55251,0.00705146,0.00068127
55252,0.00866847,0.00076394
55253,0.00805386,0.00079553
55254,0.00631049,0.00119596
55255,0.00818582,0.00066243
55256,0.00711998,0.00061187
55257,0.00916135,0.00151340
55258,0.00900469,0.00083377
55259,0.00742677,0.00088026
55260,0.00626872,0.00057425
55261,0.00959008,0.00060602
55262,0.00836129,0.00063180
55263,0.00579530,0.00063990
55264,0.00631333,0.00067021
55265,0.00602562,0.00128831
55266,0.00612885,0.00108034
55267,0.00517619,0.00097949
55268,0.00378279,0.00087811
55269,0.00336312,0.00113983
55270,0.00296651,0.00077295
55271,0.00411681,0.00169646
55272,0.00036027,0.00078866
55273,0.00111785,0.00206954
55274,0.00019758,0.00123442
55275,0.00179578,0.00080221
55276,0.00356612,0.00101790
55277,0.00155242,0.00182832
55278,0.00298738,0.00112833
55279,-0.00101509,0.00236616
55280,0.00408832,0.00103416
55281,0.00303454,0.00061768
55282,0.00421912,0.00087878
55283,0.00216780,0.00168528
55284,0.00348954,0.00079947
55285,0.00353420,0.00136748
55286,0.00288797,0.00088301
55287,0.00190258,0.00089856
55288,0.00319545,0.00231785
55289,0.00720842,0.00312188
55290,0.00274779,0.00121546
55291,0.00349971,0.00098387
55292,0.00076521,0.00059684
55293,0.00060504,0.00140478
55294,0.00057425,0.00059274
55295,-0.00034884,0.00141972
55296,0.00121332,0.00126117
55297,0.00009342,0.00084763
55298,0.00026987,0.00104908
55299,-0.00008991,0.00073430
55300,0.00392024,0.00184299
55301,-0.00036566,0.00145784
55302,-0.00082181,0.00115910
55303,-0.00007902,0.00139102
55304,0.00012761,0.00099822
55305,-0.00062346,0.00131697
55306,0.00230122,0.00135873
55307,0.00069721,0.00114471
55308,0.00043368,0.00135795
55309,0.00049691,0.00089779
55310,0.00352931,0.00091270
55311,0.00275855,0.00077317
55312,0.00386888,0.00055939
55313,0.00207293,0.00084683
55314,0.00142491,0.00078873
55315,0.00470980,0.00110599
55316,0.00229487,0.00191249
55317,0.00314845,0.00147717
55318,0.00354362,0.00081790
55319,0.00286845,0.00103034
55320,0.00483328,0.00134896
55321,0.00373203,0.00108203
55322,0.00533519,0.00092111
55323,0.00456881,0.00185733
55324,0.00494733,0.00146114
55325,0.00166491,0.00130016
55326,0.00204806,0.00118669
55327,-0.00068556,0.00096966
55328,0.00191856,0.00111698
55329,-0.00101902,0.00066675
55330,0.00046053,0.00079672
55331,0.00103374,0.00087629
55332,0.00285166,0.00094534
55333,0.00224163,0.00081531
55334,0.00093959,0.00077508
55335,0.00131168,0.00091998
55336,0.00058193,0.00087837
55337,0.00294179,0.00106421
55338,0.00298241,0.00104058
55339,0.00305639,0.00091571
55340,0.00129181,0.00114420
55341,0.00189375,0.00098225
55342,0.00317643,0.00117637
55343,0.00325668,0.00114748
55344,0.00386797,0.00090930
55345,0.00114059,0.00120484
55346,0.00023829,0.00262577
55347,0.00152786,0.00149562
55348,0.00038329,0.00100817
55349,0.00004292,0.00110035
55350,-0.00086628,0.00108048
55351,0.00281482,0.00088242
55352,0.00107429,0.00078332
55353,-0.00030738,0.00149224
55354,0.00120895,0.00083170
55355,0.00077814,0.00100315
55356,0.00015069,0.00217362
55357,0.00055858,0.00138719
55358,0.00017442,0.00095134
55359,-0.00011854,0.00108169
55360,0.00074667,0.00090917
55361,-0.00014963,0.00103732
55362,0.00114890,0.00098968
55363,-0.00044650,0.00253108
55364,0.00015791,0.00120654
55365,0.00085111,0.00142304
55366,0.00078335,0.00135567
55367,-0.00048346,0.00110267
55368,0.00014879,0.00443741
55369,-0.00179131,0.00129206
55370,0.00069551,0.00126470
55371,-0.00134685,0.00152412
55372,0.00067699,0.00086620
55373,0.00105249,0.00122748
55374,0.00160437,0.00141586
55375,-0.00275866,0.00141368
55376,0.00068656,0.00085204
55377,0.00161510,0.00106196
55378,0.00059098,0.00086507
55379,0.00004672,0.00096244
55380,-0.00003082,0.00100835
55381,-0.00132705,0.00284451
55382,0.00108026,0.00233632
55383,-0.00703413,0.00275232
55384,-0.00078422,0.00170094
55385,-0.00139143,0.00143450
55386,0.00017435,0.00069027
55387,-0.00001594,0.00084072
55388,-0.00035172,0.00119688
55390,0.00330751,0.00220876
55391,-0.00046915,0.00073977
55392,0.00035996,0.00143558
55393,0.00012620,0.00120622
55394,0.00334939,0.00221941
55395,0.00083596,0.00139716
55396,0.00026961,0.00254591
55397,0.00002319,0.00108378
55398,-0.00034527,0.00119844
55399,0.00032370,0.00078065
55400,-0.00062776,0.00095807
55401,0.00153945,0.00248929
55402,0.00026777,0.00125593
55403,-0.00078382,0.00239884
55404,-0.01471041,0.01534073
55406,0.01108329,0.00542989
55407,-0.00035042,0.00263936
55408,-0.00320811,0.00713077
55409,0.00419689,0.00309791
55410,0.00207967,0.01767941
55411,0.00346080,0.00193018
55412,0.00008776,0.00186414
55413,-0.00157169,0.00169647
55414,-0.00419025,0.02365361
55415,-0.00026091,0.00236006
55416,0.00011462,0.00108067
55417,-0.00034435,0.00141876
55419,0.00143593,0.00289066
55421,-0.00027933,0.00436425
55422,0.00123878,0.00088268
55423,0.00173281,0.00236819
55424,0.00035948,0.00142664
55425,0.00197530,0.00141198
55426,0.00181969,0.00225817
55428,0.00001252,0.00136972
55429,-0.00303415,0.00140920
55430,-0.00105403,0.00143662
55431,0.00169083,0.00165573
55433,-0.00096074,0.00095985
55434,-0.00272275,0.00109595
55435,-0.00149244,0.00123962
55437,-0.00016268,0.00146959
55438,0.00066930,0.00071274
55439,-0.00172883,0.00112514
55440,-0.00016453,0.00229275
55441,0.00165717,0.00137152
55442,0.00086914,0.00135542
55443,0.00024470,0.00088341
55444,0.00216440,0.00132555
55445,0.00038330,0.00128685
55449,0.00007743,0.00161906
55452,0.00385043,0.00423441
55453,0.00142049,0.00143322
55454,0.00566856,0.00532619
55455,0.00480373,0.00417527
55457,0.00075521,0.00331844
55458,0.00048750,0.00543466
55462,-0.00223260,0.00176805
55463,-0.00769128,0.00637241
55464,0.00189320,0.00119443
55465,-0.00937826,0.01680083
55467,-0.01409935,0.02630533
55468,0.00560577,0.00761454
55470,0.00326966,0.00322531
55471,0.00046024,0.00055432
55472,0.00081385,0.00082773
55473,0.00064403,0.00070817
55474,-0.00089715,0.00162008
55475,0.00138728,0.00063769
55476,0.00521759,0.00221910
55477,0.00174426,0.00240697
55478,0.00158683,0.00169809
55479,0.00317886,0.00070004
55480,0.00162274,0.00138063
55481,0.00221912,0.00086974
55482,0.00276564,0.00074829
55483,0.00738832,0.00089535
55484,0.00324110,0.00104032
55485,0.00632448,0.00110609
55486,0.00467739,0.00122728
55487,-0.00114204,0.00231024
55488,0.00301810,0.00066557
55489,0.00267171,0.00102150
55490,0.00478961,0.00096133
55491,0.00517271,0.00098049
55492,0.00359488,0.00123905
55493,0.01067904,0.00173663
55494,0.00559408,0.00088081
55495,0.00318147,0.00204531
55496,-0.00056706,0.00182219
55497,0.00105232,0.00115585
55498,0.00059843,0.00086302
55499,0.00594452,0.00097072
55500,0.00368771,0.00079592
55501,0.00376298,0.00175318
55502,0.00175788,0.00087698
55503,0.00183470,0.00095486
55504,-0.00253776,0.00127192
55505,-0.00198344,0.00072002
55506,-0.00138234,0.00176387
55507,0.00226219,0.00120696
55508,-0.00032550,0.00156491
55509,0.00290034,0.00165184
55510,-0.00290595,0.00643573
55511,-0.00205673,0.00202345
55512,0.00100589,0.00074222
55513,0.00105169,0.00187569
55514,-0.00182824,0.00132400
55515,0.00003590,0.00125730
55516,0.00175008,0.00092773
55517,-0.00066198,0.00213073
55519,-0.00148980,0.01116041
55520,-0.00152431,0.00191043
55521,-0.00367320,0.00465535
55522,0.00391596,0.00301163
55523,0.00097957,0.00206096
