"scanned","power"
100.1518900475,2.69455834634335
100.402897290727,1.59177632458416
100.655165876884,0.80017140335084
100.908705337531,0.316095686757312
101.163525300505,0.170421527000899
101.419635491139,0.263259275734682
101.677045733502,0.478666971637154
101.935765951654,0.755889706858703
102.195806170918,1.04664482638368
102.457176519182,1.39813351621533
102.719887228205,1.86135230569645
102.983948634961,2.34638762379796
103.24937118299,2.83461310298703
103.516165423773,3.45141729712165
103.784342018135,4.16733176391488
104.053911737662,4.7490736457535
104.324885466146,5.06301556202398
104.597274201044,5.16941952716061
104.871089054974,5.07482615270425
105.146341257218,4.69684030137762
105.423042155263,4.11402471885872
105.701203216359,3.56343106856507
105.9808360291,3.21257093062534
106.26195230504,2.99324209967727
106.544563880319,2.71526379442796
106.828682717333,2.45523653737816
107.114320906417,2.41272234293287
107.40149066756,2.42448539857999
107.69020435215,2.25863598212599
107.980474444744,2.00097518101254
108.272313564865,1.71349185678551
108.565734468835,1.32144556684047
108.86075005163,0.88210671455992
109.157373348774,0.505350066467725
109.455617538251,0.211002053469678
109.755495942466,0.0288071784616046
110.05702203022,0.0241335861184491
110.360209418733,0.236796513717472
110.665071875691,0.723201535086798
110.97162332133,1.5296359197131
111.279877830555,2.62564628572105
111.589849635097,4.05988412869055
111.901553125698,5.86143327934525
112.215002854342,7.63896783878821
112.530213536517,9.96746689251739
112.847200053521,11.4397653503732
113.165977454802,13.060555294403
113.48656096034,14.8719563312654
113.808965963068,15.7293380676001
114.133208031339,15.6412730586279
114.459302911428,15.1894787536196
114.787266530086,14.5059341940486
115.117114997126,13.5367890196587
115.448864608069,12.4744779114921
115.782531846821,11.4856639403852
116.118133388406,10.5311200792276
116.455686101744,9.59638921222244
116.795207052478,8.77757568727714
117.136713505848,8.17071447088839
117.480222929619,7.83222564182322
117.825752997059,7.74185173925961
118.17332158997,7.79553375307451
118.522946801775,7.96041113815627
118.874646940653,8.3430706546403
119.228440532738,8.96106991398994
119.584346325373,9.6147192025953
119.942383290419,10.1683245663713
120.302570627628,10.7406718025041
120.664927768072,11.4326325114607
121.029474377643,12.1102459637115
121.396230360606,12.563405603212
121.765215863222,12.6151508615845
122.136451277439,12.1335385518412
122.509957244648,11.3757482980233
122.885754659509,10.913505757467
123.263864673846,10.3489873866388
123.644308700617,9.02870312621515
124.027108417957,7.95969154584253
124.412285773292,7.37541384404461
124.799862987539,6.77951397178453
125.189862559375,6.19845701197526
125.582307269592,5.5358036456055
125.977220185534,4.80684162504748
126.374624665615,4.28200092905704
126.774544363924,3.84333243406651
127.177003234921,3.1673075881902
127.582025538216,2.32319991246251
127.98963584345,1.59736937872626
128.399859035256,1.13700978267488
128.812720318328,0.997697420529697
129.228245222581,1.19648565267127
129.646459608414,1.66846658232715
130.067389672078,2.22611127401862
130.49106195114,2.59613821145986
130.917503330065,2.69300485821312
131.346741045902,2.65951907954663
131.778802694079,2.41326076992113
132.213716234323,1.89033848052722
132.651509996689,1.62173958837202
133.092212687708,1.76134847924736
133.535853396667,2.72284852699676
133.982461602007,4.34321676038742
134.432067177852,6.93180343444346
134.884700400673,9.62816420227456
135.340391956081,12.4022843938185
135.799172945763,15.5359687168993
136.261074894558,17.635331253888
136.726129757679,17.9663339389628
137.194369928082,17.8563855952619
137.665828243986,17.474238083034
138.140537996552,15.4720984725952
138.618532937716,11.9456780363244
139.099847288194,8.23514477470106
139.584515745644,5.20885504130167
140.072573493007,3.0866769428596
140.564056207017,1.71619382211728
141.059000066901,0.907818846492019
141.557441763251,0.50868000719723
142.059418507092,0.355081069919568
142.564968039146,0.374741261018244
143.074128639286,0.608275138245481
143.586939136201,1.15253649157108
144.103438917266,2.19807229147275
144.623667938628,4.01419133658901
145.147666735507,6.51911201713019
145.675476432727,9.18984880276979
146.207138755474,12.578668069342
146.742696040293,16.4650479853106
147.282191246323,19.066270399065
147.82566796679,19.831740534637
148.373170440741,20.2843284883049
148.924743565056,20.4028813065593
149.480432906716,18.7518957632696
150.040284715356,15.6113949175299
150.60434593609,12.4430337577093
151.172664222641,9.83189426637544
151.745287950757,7.43368533253215
152.322266231939,5.20482508485002
152.903648927481,3.62143443143803
153.489486662835,2.66185822086549
154.079830842308,1.88267422176111
154.674733664093,1.22553267678423
155.274248135659,0.803450560029843
155.878428089494,0.646041338977491
156.487328199219,0.87327295265804
157.101003996078,1.69662051493805
157.719511885827,3.24333640276951
158.342909166008,5.40812709921759
158.971254043651,8.27272517194123
159.604605653386,11.8387195466773
160.243024076,14.7990378441591
160.88657035743,16.549176330388
161.535306528226,18.5497806602518
162.189295623482,19.3304552584901
