t,x,err
57785.373544,35.05534,0.22369
57785.439769,29.48481,0.17838
57785.505779,26.36746,0.17694
57786.236292,15.65697,0.14607
57788.042933,40.00166,0.28010
57790.156029,25.61610,0.17070
57792.215716,16.28544,0.13732
57801.228767,18.08419,0.15952
57803.064849,25.22831,0.17496
57805.126088,32.08486,0.20004
57807.119170,29.70606,0.18026
57810.360558,27.92670,0.18412
57812.952426,32.38647,0.94474
57813.090342,45.43519,2.71326
57819.066084,25.71953,0.17567
57826.915528,30.95178,0.18948
57828.965906,33.26930,0.19749
57831.085130,37.62699,0.21480
57831.211988,41.08670,4.97989
57833.092544,35.90243,0.31468
57835.142206,21.85897,0.15935
57838.062205,16.32581,0.14618
57839.933798,14.56646,0.12062
57840.002760,11.55179,0.83188
57840.053780,14.43495,0.13627
57840.121514,15.92756,0.15391
57840.130675,15.27627,0.12312
57840.189663,15.76109,0.13054
57840.329866,16.58052,0.13467
57841.048703,24.82635,0.17724
57841.859953,19.22936,0.22782
57843.920649,17.37018,0.15600
57844.371531,16.23566,0.13141
57846.127354,14.71136,0.12279
57848.088604,16.56570,0.18787
57858.195002,49.67084,0.27021
57860.258851,62.31866,0.27761
57861.729496,29.92974,0.19201
57863.253682,32.22078,0.19929
57865.374310,33.99498,0.19195
57867.162184,32.85159,0.20178
57867.194559,36.28011,0.22024
57868.361539,33.94863,0.18436
57869.303844,33.85744,0.24337
57870.219247,32.10805,0.32138
57871.348865,29.20782,0.17847
57872.210487,30.79702,0.20158
57873.879466,34.87983,0.20154
57874.081219,39.70202,0.22298
57880.186334,29.23726,0.17156
57887.895590,33.95277,0.18258
57892.211654,36.01695,0.23454
57894.397408,32.88824,0.18701
57895.192787,30.87869,0.18467
57898.183449,39.79027,0.21705
57901.445420,40.62725,0.22136
57908.164838,19.19459,0.14299
57915.665041,22.35081,0.16220
57922.447795,21.63748,0.15804
57925.091138,22.87372,0.15591
57927.360480,18.48469,0.14014
57928.885032,17.76622,0.14046
57929.818870,18.70736,0.14169
57930.147978,18.24312,0.19613
57931.606925,27.38759,0.16692
58090.691341,33.43412,0.18947
58094.290921,20.77377,0.15406
58100.284175,25.95712,0.18983
58102.279471,23.34213,0.17641
58103.444450,22.06871,0.14231
58104.271881,25.95978,0.17136
58106.331559,51.81260,0.23036
58106.499974,56.06009,0.24013
58107.144439,45.84539,0.17268
58108.300097,67.99513,0.26784
58109.421644,85.00600,0.44664
58110.305104,64.08552,0.58545
58112.659488,26.97727,0.17631
58113.316035,21.92821,0.16008
58114.154564,23.30367,0.16058
58116.215284,35.74582,0.20280
58118.145205,31.28742,0.33803
58120.985873,40.89466,0.21588
58121.650133,47.19624,0.22155
58122.192768,43.30269,0.21561
58122.380952,40.55093,0.21837
58123.916061,68.76928,0.28127
58124.441731,55.15719,0.36983
58125.500420,63.59229,0.26873
58126.761919,71.57794,0.27552
58127.498472,67.36292,0.31667
58128.101820,61.94331,0.26436
58129.021981,94.51137,0.33018
58130.164603,68.65591,0.31027
58131.417090,80.01491,0.32415
58132.272579,52.69163,0.32833
58133.406689,90.43662,0.43613
58134.130999,16.71699,1.27786
58135.399317,38.43745,0.47883
58135.895787,44.24934,0.25918
58136.002760,95.07802,2.96443
58136.262366,33.06345,0.21154
58137.056006,12.07055,0.48163
58137.318518,86.18507,0.13098
58139.383645,71.55042,0.31904
58140.116636,06.68253,0.55788
58141.437700,88.00053,0.30269
58142.568793,69.63447,0.30597
58144.425700,70.94991,0.28997
58145.156431,03.83075,0.33428
58146.683180,12.03874,0.35183
58147.255148,71.78817,0.27134
58148.079575,51.90923,0.22921
58150.874115,66.99512,0.26257
58152.935072,89.98295,0.33626
58153.258424,78.26233,0.28940
58155.320229,73.82519,0.28094
58156.316635,13.85725,0.54569
58158.275353,57.13785,0.30903
58160.302204,47.77245,0.25493
58162.365380,51.44646,0.31181
58163.041064,67.75288,0.29192
58164.356851,48.51884,0.22145
58165.823434,60.35389,0.24263
58166.333765,49.86585,0.25897
58168.342560,28.14380,0.17465
58169.020619,29.02487,0.16910
58170.341063,36.96560,0.19776
58172.326992,30.45767,0.21834
58174.348015,45.20281,0.27244
58176.311173,29.11098,0.17478
58182.961495,55.50683,0.23633
58185.026220,56.06429,0.29876
58187.135465,46.30910,0.23300
58189.194801,57.87832,0.25181
58191.983074,58.71487,0.26786
58192.310860,54.01605,0.46493
58193.442819,49.85216,0.37504
58194.983473,39.39109,0.20955
58195.109759,45.61612,0.36664
58196.640432,35.79763,0.19591
58197.906065,35.88057,0.21334
58198.591717,45.55178,0.28438
58199.821241,74.22412,0.37393
58200.018095,78.08973,0.40652
58201.622014,53.17479,0.32565
58202.074753,41.99377,0.26001
58210.194640,44.33020,0.23129
58212.954502,32.22785,0.19744
58215.104959,19.35882,0.15113
58216.936187,20.75719,0.12707
58219.126030,29.63167,0.15597
58221.117001,25.63460,0.14130
58225.073230,34.21784,0.22024
58226.931597,33.58556,0.19196
58228.992391,45.34847,0.22927
58231.171202,37.94570,0.20345
58238.218624,28.20518,0.18093
58242.929466,16.51660,0.13659
58245.978836,18.76686,0.16441
58247.976760,17.78499,0.15116
58249.966639,13.28775,0.12653
58252.299677,20.98231,0.16257
58252.952402,20.57244,0.15058
58255.940240,13.12071,0.13475
58258.960158,19.26103,0.17488
58259.274253,19.84236,0.14444
58266.442704,16.13120,0.13447
58276.436624,21.13044,0.15697
58280.332829,22.68875,0.15894
58287.170798,24.74150,0.16493
58294.209220,13.71809,0.15293
58415.002760,19.63953,1.05350
58415.007744,24.60813,0.19840
58422.908274,25.32317,0.16337
58429.616149,36.29958,0.19788
58429.684841,33.64479,0.32348
58436.459441,30.68562,0.18943
58436.786164,30.90363,0.19180
58443.625014,25.96754,0.16451
58450.729290,40.32714,0.20868
58457.577264,30.91535,0.29295
58464.145891,46.88675,0.29612
58471.989907,22.33153,0.16896
58478.462020,30.45981,0.19940
58482.091409,31.36403,0.18514
58486.267978,35.71505,0.20145
58488.135280,47.57763,0.23500
58490.126657,31.68820,0.18288
58492.117776,33.50692,0.19062
58494.110275,32.23235,0.26807
58496.098821,27.32296,0.18079
58498.079606,27.37550,0.17876
58500.141240,23.07265,0.16179
58502.261762,19.13881,0.23711
58504.188447,24.21819,0.17063
58506.179071,41.91098,0.27532
58508.915547,29.32511,0.19697
58511.098009,25.66791,0.18688
58515.240814,24.41948,0.16398
58517.236670,24.61508,0.16265
58519.293552,25.98314,0.17736
58521.289906,23.61798,0.15860
58523.246717,33.66539,0.29009
58526.053216,28.65856,0.19474
58528.111508,37.65568,0.22930
58530.171586,52.31396,0.28056
58538.125780,48.54375,0.25408
58540.065511,21.48862,0.17323
58542.177058,52.44580,0.26765
58544.232983,52.07058,0.23972
58546.970647,43.43344,0.20660
58549.957616,45.87146,0.21532
58551.868288,54.79617,0.23972
58553.966502,43.95864,0.22509
58556.051381,45.79797,0.23074
58558.112677,49.61934,0.22868
